"dx_cd|""diagnosis_desc""|""diag_vers_typ_id""",,,,
"V903|""DROWNING AND SUBMERSION DUE TO FALLING OR JUMPING FROM CRUSHED WATERCRAFT""|2",,,,
"V9031|""RETAINED ANIMAL QUILLS OR SPINES""|1",,,,
"V9031|""DROWNING AND SUBMERSION DUE TO FALLING OR JUMPING FROM CRUSHED PASSENGER SHIP""|2",,,,
"V9032|""RETAINED TOOTH""|1",,,,
"V9032|""DROWNING AND SUBMERSION DUE TO FALLING OR JUMPING FROM CRUSHED FISHING BOAT""|2",,,,
"V9033|""RETAINED WOOD FRAGMENTS""|1",,,,
"V9033|""DROWNING AND SUBMERSION DUE TO FALLING OR JUMPING FROM OTHER CRUSHED POWERED WATERCRAFT""|2",,,,
"V9039|""OTHER RETAINED ORGANIC FRAGMENTS""|1",,,,
"V9039|""DROWNING AND SUBMERSION DUE TO FALLING OR JUMPING FROM CRUSHED UNSPECIFIED WATERCRAFT""|2",,,,
"V908|""OTHER SPECIFIED RETAINED FOREIGN BODY""|1",,,,
"V908|""DROWNING AND SUBMERSION DUE TO OTHER ACCIDENT TO WATERCRAFT""|2",,,,
"V9081|""RETAINED GLASS FRAGMENTS""|1",,,,
"V9081|""DROWNING AND SUBMERSION DUE TO OTHER ACCIDENT TO PASSENGER SHIP""|2",,,,
"V9083|""RETAINED STONE OR CRYSTALLINE FRAGMENTS""|1",,,,
"V9083|""DROWNING AND SUBMERSION DUE TO OTHER ACCIDENT TO OTHER POWERED WATERCRAFT""|2",,,,
"V9089|""OTHER SPECIFIED RETAINED FOREIGN BODY""|1",,,,
"V9089|""DROWNING AND SUBMERSION DUE TO OTHER ACCIDENT TO UNSPECIFIED WATERCRAFT""|2",,,,
"V91|""MULTIPLE GESTATION PLACENTA STATUS""|1",,,,
"V91|""OTHER INJURY DUE TO ACCIDENT TO WATERCRAFT""|2",,,,
"V910|""TWIN GESTATION PLACENTA STATUS""|1",,,,
"V910|""BURN DUE TO WATERCRAFT ON FIRE""|2",,,,
"V9100|""TWIN GESTATION", UNSPECIFIED NUMBER OF PLACENTA," UNSPECIFIED NUMBER OF AMNIOTIC SACS""|1",,
"V9100|""BURN DUE TO MERCHANT SHIP ON FIRE""|2",,,,
"V9101|""TWIN GESTATION", MONOCHORIONIC/MONOAMNIOTIC (ONE PLACENTA," ONE AMNIOTIC SAC)""|1",,
"V9101|""BURN DUE TO PASSENGER SHIP ON FIRE""|2",,,,
"V9102|""TWIN GESTATION", MONOCHORIONIC/DIAMNIOTIC (ONE PLACENTA," TWO AMNIOTIC SACS)""|1",,
"V9102|""BURN DUE TO FISHING BOAT ON FIRE""|2",,,,
"V9103|""TWIN GESTATION", DICHORIONIC/DIAMNIOTIC (TWO PLACENTAE," TWO AMNIOTIC SACS)""|1",,
"V9103|""BURN DUE TO OTHER POWERED WATERCRAFT ON FIRE""|2",,,,
"V9109|""TWIN GESTATION"," UNABLE TO DETERMINE NUMBER OF PLACENTA AND NUMBER OF AMNIOTIC SACS""|1",,,
"V9109|""BURN DUE TO UNSPECIFIED WATERCRAFT ON FIRE""|2",,,,
"V911|""TRIPLET GESTATION PLACENTA STATUS""|1",,,,
"V911|""CRUSHED BETWEEN WATERCRAFT AND OTHER WATERCRAFT OR OTHER OBJECT DUE TO COLLISION""|2",,,,
"V9110|""TRIPLET GESTATION"," UNSPECIFIED NUMBER OF PLACENTA AND UNSPECIFIED NUMBER OF AMNIOTIC SACS""|1",,,
"V9110|""CRUSHED BETWEEN MERCHANT SHIP AND OTHER WATERCRAFT OR OTHER OBJECT DUE TO COLLISION""|2",,,,
"V9111|""TRIPLET GESTATION"," WITH TWO OR MORE MONOCHORIONIC FETUSES""|1",,,
"V9111|""CRUSHED BETWEEN PASSENGER SHIP AND OTHER WATERCRAFT OR OTHER OBJECT DUE TO COLLISION""|2",,,,
"V9112|""TRIPLET GESTATION"," WITH TWO OR MORE MONOAMNIOTIC FETUSES""|1",,,
"V9112|""CRUSHED BETWEEN FISHING BOAT AND OTHER WATERCRAFT OR OTHER OBJECT DUE TO COLLISION""|2",,,,
"V9119|""TRIPLET GESTATION"," UNABLE TO DETERMINE NUMBER OF PLACENTA AND NUMBER OF AMNIOTIC SACS""|1",,,
"V9119|""CRUSHED BETWEEN UNSPECIFIED WATERCRAFT AND OTHER WATERCRAFT OR OTHER OBJECT DUE TO COLLISION""|2",,,,
"V9120|""QUADRUPLET GESTATION"," UNSPECIFIED NUMBER OF PLACENTA AND UNSPECIFIED NUMBER OF AMNIOTIC SACS""|1",,,
"V9120|""FALL DUE TO COLLISION BETWEEN MERCHANT SHIP AND OTHER WATERCRAFT OR OTHER OBJECT""|2",,,,
"V9121|""QUADRUPLET GESTATION"," WITH TWO OR MORE MONOCHORIONIC FETUSES""|1",,,
"V9121|""FALL DUE TO COLLISION BETWEEN PASSENGER SHIP AND OTHER WATERCRAFT OR OTHER OBJECT""|2",,,,
"V9122|""QUADRUPLET GESTATION"," WITH TWO OR MORE MONOAMNIOTIC FETUSES""|1",,,
"V9122|""FALL DUE TO COLLISION BETWEEN FISHING BOAT AND OTHER WATERCRAFT OR OTHER OBJECT""|2",,,,
"V9129|""QUADRUPLET GESTATION"," UNABLE TO DETERMINE NUMBER OF PLACENTA AND NUMBER OF AMNIOTIC SACS""|1",,,
"V9129|""FALL DUE TO COLLISION BETWEEN UNSPECIFIED WATERCRAFT AND OTHER WATERCRAFT OR OTHER OBJECT""|2",,,,
